brapa_gene	arabidopsis_agi	identity_pct	evalue	bitscore
Bra016991	AT2G40475	79.7	6.25e-73	218
Bra016993	AT2G40460	91.8	0	1055
Bra017005	AT2G40420	87.1	2.76e-265	725
Bra017007	AT2G19660	52.4	9.54e-237	669
Bra017008	AT2G40400	83.6	0	1130
Bra017011	AT2G40340	57	1.35e-97	292
Bra017012	AT2G40330	83.7	1.55e-125	352
Bra017013	AT2G40320	92.5	1.33e-308	833
Bra017019	AT2G40270	72	3.21e-230	640
Bra017022	AT2G40250	83.7	4.3e-223	612
Bra017023	AT2G40230	89.6	1.84e-283	770
Bra017024	AT2G40200	80.5	1.82e-120	343
Bra017028	AT4G03170	55.2	5.17e-50	164
Bra017031	AT2G40113	78.7	6.22e-91	261
Bra017032	AT2G40110	93.8	2.14e-91	259
Bra017034	AT3G55490	88	5.58e-118	331
Bra017049	AT2G39810	80.6	0	1463
Bra017052	AT2G39770	95	4.67e-255	692
Bra017053	AT2G39760	86.2	4.4e-247	676
Bra017054	AT2G39740	74.1	4.31e-258	712
Bra017056	AT2G39725	86	3.26e-44	137
Bra017060	AT2G39690	88.6	0	897
Bra017062	AT2G39580	70.1	0	2059
Bra017063	AT2G39570	88.6	1.31e-269	733
Bra017065	AT2G39530	82.9	7.24e-81	237
Bra017066	AT2G39518	80.5	6.73e-87	251
Bra017068	AT2G39510	89.3	3.64e-236	646
Bra017070	AT2G39460	93.5	1.53e-82	239
Bra017071	AT2G39450	93.4	1.17e-267	727
Bra017076	AT2G39420	88.6	5.12e-214	585
Bra017077	AT2G39400	89.1	3.3e-207	567
Bra017079	AT2G39370	82.2	2.04e-171	478
Bra017081	AT2G39340	77.5	0	1450
Bra017085	AT2G39210	89	0	971
Bra017088	AT2G39130	85.7	0	887
Bra017089	AT2G39120	78	4.59e-220	606
Bra017091	AT2G39100	68.7	5.88e-135	383
Bra017092	AT2G39000	77.4	4.41e-164	457
Bra017093	AT2G38940	94.8	0	1007
Bra017097	AT2G38830	70.9	1.39e-150	426
Bra017098	AT2G38823	54.5	2.95e-79	239
Bra017101	AT2G26900	89.9	4.19e-253	692
Bra017102	AT2G38760	83.8	6.13e-196	540
Bra017106	AT2G38720	81.5	1.62e-295	811
Bra017108	AT2G38670	88.8	3.18e-271	738
Bra017109	AT2G38660	89.1	1.54e-228	625
Bra017110	AT2G38650	83.9	0	1011
Bra017111	AT2G38640	87.7	4.53e-125	350
Bra017112	AT2G38540	72.9	3.81e-59	177
Bra017114	AT2G38510	90.8	0	868
Bra017116	AT2G38480	81.7	3.76e-102	291
Bra017118	AT2G38430	70.3	1.9e-197	549
Bra017121	AT2G38380	86.6	9.13e-222	607
Bra017132	AT2G38240	84.3	8.21e-227	620
Bra017134	AT2G38170	89.5	1.2e-273	749
Bra017135	AT2G38160	60.5	6.87e-72	227
Bra017140	AT2G38070	60.9	5.12e-180	522
Bra017141	AT2G38060	86.3	6.69e-277	763
Bra017142	AT2G38050	85.5	2.14e-134	377
Bra017143	AT2G38010	84.8	0	1317
Bra017144	AT2G37990	85.8	4.19e-186	514
Bra017147	AT1G02050	92.2	6.9e-257	720
Bra017148	AT2G37940	94.8	1.14e-220	601
Bra017149	AT2G37930	52.7	2.47e-159	462
Bra017151	AT2G37890	76.1	8.87e-188	521
Bra017152	AT2G37880	81.8	2.8e-138	388
Bra017158	AT2G37740	76	2.86e-155	435
Bra017161	AT2G37690	89.9	0	1122
Bra017162	AT2G37680	95.8	3.2e-157	434
Bra017164	AT2G37670	76.7	0	1201
Bra017165	AT2G37660	86.6	8.32e-195	537
Bra017180	AT2G37540	85	2.42e-198	546
Bra017181	AT2G37520	78.8	0	1261
Bra017182	AT2G37500	91.7	4.66e-298	810
Bra017189	AT2G37420	85.4	0	1615
Bra017192	AT2G37370	83.4	0	977
Bra017193	AT2G37360	83	0	1172
Bra017195	AT2G37320	81.2	1.78e-299	816
Bra017196	AT2G37310	84.6	0	920
Bra017197	AT2G37300	77.1	1.36e-58	182
Bra017198	AT2G37280	85.9	0	2421
Bra017199	AT2G37270	97.1	4.19e-140	389
Bra017202	AT3G53450	92.3	7.05e-137	381
Bra017205	AT2G37150	75.7	7.07e-287	790
Bra017210	AT2G37040	94.9	0	1347
Bra017213	AT2G36990	84.8	6.02e-314	857
Bra017215	AT2G36950	75.7	8.61e-137	395
Bra017217	AT2G36895	69.8	2.53e-114	327
Bra017221	AT2G36840	89.8	9.87e-267	726
Bra017222	AT2G36830	93.2	8.92e-166	457
Bra017223	AT2G36810	76.3	0	2240
Bra017224	AT2G36750	84.5	7.46e-303	825
Bra017226	AT2G36720	72	0	1403
Bra017227	AT2G36690	89.6	1.76e-255	694
Bra017232	AT2G36500	76.8	4.06e-271	748
Bra017233	AT2G36480	76.9	0	1343
Bra017235	AT2G36450	77.2	1.57e-95	274
Bra017237	AT2G36420	69.6	3.62e-182	513
Bra017241	AT2G36380	90.5	0	2613
Bra017242	AT3G13680	59.6	9.92e-153	436
Bra017244	AT2G36340	52.9	3.58e-38	141
Bra017245	AT2G36370	75	0	1357
Bra017250	AT2G36295	67	5.87e-40	128
Bra017252	AT2G36250	87.1	2.86e-285	779
Bra017256	AT2G36200	87	0	1689
Bra017261	AT2G36090	81	2.09e-169	472
Bra017267	AT2G36020	88	1.1e-160	445
Bra017268	AT2G36010	67.8	7.63e-212	595
Bra017269	AT2G36000	79.4	4.02e-163	457
Bra017270	AT2G35990	95.8	8.77e-145	401
Bra017272	AT2G35980	84.5	4.92e-142	395
Bra017274	AT1G33530	58.6	1.78e-139	403
Bra017277	AT2G35940	88.5	0	1048
Bra017278	AT2G35930	90.5	9.17e-267	726
Bra017280	AT2G35910	86.7	1.8e-109	311
Bra017282	AT2G35900	74	2.24e-94	272
Bra017283	AT2G35890	84.7	6.52e-316	860
Bra017285	AT2G35860	88.8	2e-275	751
Bra017286	AT2G35850	72.2	8.14e-25	88.6
Bra017287	AT2G35840	91	4.48e-293	794
Bra017290	AT2G35810	73.4	4.54e-95	277
Bra017293	AT2G35780	90.4	1.38e-310	840
Bra017294	AT2G35770	89	3.84e-306	829
Bra017295	AT2G35765	75	7.62e-30	100
Bra017297	AT2G35740	84.5	0	978
Bra017298	AT2G35736	85.2	9.02e-30	98.6
Bra017299	AT2G35730	79.1	8.33e-54	163
Bra017300	AT2G35720	86.5	0	889
Bra017301	AT2G35710	91.5	0	924
Bra017302	AT2G35700	75.8	1.98e-81	239
Bra017303	AT2G35680	84.4	1.19e-203	560
Bra017304	AT2G35660	85.2	3e-276	753
Bra017307	AT2G35620	88.3	1.91e-316	867
Bra017309	AT2G35612	85.9	3.94e-53	159
Bra017310	AT2G35610	91.3	0	1223
Bra017317	AT2G35510	65.5	5.79e-248	690
Bra017318	AT2G35500	89.9	5.89e-244	667
Bra017321	AT2G35410	72.9	5e-132	377
Bra017323	AT2G35290	86.1	5.65e-74	215
Bra017324	AT2G35270	87.5	6.22e-137	387
Bra017330	AT2G35210	80.6	1.2e-193	540
Bra017333	AT3G26125	87.4	0	962
Bra017335	AT3G26100	88.6	0	969
Bra017337	AT3G26040	85.3	6.19e-271	740
Bra017340	AT3G25980	95.2	2.07e-141	392
Bra017341	AT3G25920	85	2.58e-158	441
Bra017343	AT3G25882	75	5.19e-54	164
Bra017346	AT3G25840	72.2	0	947
Bra017347	AT3G25805	81.7	5.27e-204	561
Bra017350	AT3G25780	87.5	5.78e-155	431
Bra017351	AT3G25770	82.7	1.82e-143	401
Bra017353	AT3G25680	75.7	3.07e-288	792
Bra017354	AT3G25660	94.9	4.88e-284	775
Bra017355	AT3G25600	91.9	4.43e-99	281
Bra017359	AT2G04038	66.3	1.46e-50	159
Bra017370	AT2G03760	85.3	1.06e-211	580
Bra017377	AT2G03680	84.3	1.01e-48	151
Bra017378	AT2G03670	89.2	0	1031
Bra017379	AT4G12960	67.8	9.27e-111	317
Bra017382	AT2G03520	86.3	5.91e-247	676
Bra017383	AT2G03510	92.9	9.76e-233	636
Bra017385	AT2G03430	80.2	1.61e-29	110
Bra017387	AT2G03410	89.1	7.05e-215	590
Bra017389	AT3G11810	69.7	1.11e-149	424
Bra017392	AT2G03270	93.2	0	1134
Bra017395	AT2G03240	83.3	0	1318
Bra017400	AT2G03150	71.2	0	1374
Bra017401	AT3G47140	64.4	1.37e-93	273
Bra017403	AT2G03070	72.8	2.11e-198	566
Bra017406	AT2G02950	69.3	1.77e-174	494
Bra017411	AT2G02750	85.4	0	957
Bra017413	AT2G02590	82.5	6.89e-178	494
Bra017414	AT2G02515	56.7	4.88e-20	76.3
Bra017415	AT2G02470	87.5	3.28e-149	416
Bra017420	AT2G02148	74.3	1.98e-216	602
Bra017421	AT2G02130	85.7	7.86e-49	148
Bra017422	AT2G02090	88.1	0	1219
Bra017428	AT1G62200	72.3	1.13e-309	851
Bra017430	AT2G01980	83.2	0	1817
Bra017432	AT2G01940	88.8	4.94e-174	494
Bra017433	AT2G01913	72.6	8.13e-65	193
Bra017434	AT2G01740	67.3	3.67e-67	227
Bra017435	AT1G64720	83.9	6.05e-230	631
Bra017438	AT1G14900	78	9.66e-47	150
Bra017448	AT2G01500	58.1	3.16e-90	268
Bra017453	AT1G79850	78.2	3.4e-70	207
Bra017454	AT2G01410	81.1	1.11e-226	623
Bra017456	AT2G01330	89.6	0	1075
Bra017464	AT2G01180	85.8	1.21e-201	553
Bra017465	AT2G01150	74.6	1.01e-62	190
Bra017467	AT5G47760	88.7	1.74e-201	551
Bra017468	AT5G47730	89.8	1.46e-223	611
Bra017469	AT5G47720	93.6	3.95e-258	706
Bra017470	AT5G47680	79.4	3.83e-148	421
Bra017473	AT5G47640	97.2	1.11e-93	270
Bra017475	AT5G47620	80.1	1.48e-247	680
Bra017482	AT5G47520	95.5	1.29e-148	412
Bra017485	AT5G47480	70.7	0	1782
Bra017486	AT5G47430	78.5	0	1153
Bra017488	AT5G47380	79.8	0	918
Bra017491	AT5G47330	80.1	6.88e-181	501
Bra017493	AT5G47230	68.3	3.8e-127	363
Bra017497	AT5G47200	98.5	1.42e-140	390
Bra017498	AT5G47190	80.6	1.05e-116	331
Bra017511	AT5G47050	60.5	8.52e-99	292
Bra017512	AT5G47030	90.6	1.48e-122	344
Bra017516	AT5G46910	81.2	0	1214
Bra017518	AT5G46890	73.8	2.34e-58	176
Bra017519	AT5G46880	84.5	0	1342
Bra017520	AT5G46830	57	2.36e-173	497
Bra017524	AT5G46800	94	8.37e-200	548
Bra017529	AT5G46730	76.3	7.53e-09	55.8
Bra017530	AT5G46720	79.8	2.23e-67	203
Bra017532	AT5G46700	87	1.2e-170	471
Bra017536	AT5G46640	62.8	3.37e-122	357
Bra017544	AT5G46470	64.6	0	1294
Bra017546	AT5G46390	86	2.2e-284	776
Bra017560	AT5G46370	76.2	5.92e-220	610
Bra017563	AT5G46330	82.5	2.9e-190	588
Bra017567	AT5G46240	82.4	0	1129
Bra017568	AT5G46230	83.9	3.67e-85	245
Bra017571	AT5G46160	92	2.59e-104	296
Bra017577	AT5G46150	90.5	2.58e-229	626
Bra017581	AT5G46070	81.3	0	1566
Bra017585	AT5G46050	87.6	0	992
Bra017589	AT5G45830	80.4	5.15e-148	417
Bra017592	AT5G45760	88.3	3.8e-217	614
Bra017593	AT5G45740	89.8	2.33e-78	226
Bra017594	AT5G45720	71.1	0	1197
Bra017595	AT5G45710	76.9	3.25e-179	499
Bra017596	AT5G45680	89.9	4.66e-135	376
Bra017598	AT5G45650	86.3	0	1365
Bra017599	AT5G45630	69.6	6.56e-49	151
Bra017600	AT5G45560	91.1	0	1313
Bra017601	AT5G45550	99.5	3.48e-161	443
Bra017602	AT5G45430	75.6	2.01e-262	726
Bra017610	AT4G33810	82	1.15e-257	712
Bra017614	AT4G33940	79	5.65e-135	379
Bra017615	AT4G33950	94.2	5.64e-252	685
Bra017616	AT4G33960	72.1	3.97e-26	90.1
Bra017620	AT4G33985	91	3.77e-97	276
Bra017624	AT4G34050	98.8	1.06e-174	482
Bra017625	AT4G34090	70.6	2.74e-175	491
Bra017628	AT4G34150	88.9	4.72e-100	291
Bra017629	AT4G34160	85.9	2.31e-189	527
Bra017630	AT2G17305	54.4	3.97e-102	300
Bra017633	AT4G34180	85.4	2.3e-155	432
Bra017637	AT4G34200	93.3	0	1037
Bra017638	AT3G57230	85.8	2.48e-116	332
Bra017639	AT4G34230	93.8	1.14e-253	689
Bra017641	AT4G34250	81.7	3.87e-288	787
Bra017645	AT4G34320	90.2	4.63e-226	620
Bra017656	AT4G34410	73.4	6.99e-121	345
Bra017661	AT4G34560	76.1	9.5e-105	301
Bra017666	AT4G34610	76.3	1.02e-260	721
Bra017671	AT4G34700	98.3	1.71e-84	241
Bra017672	AT4G34710	84.2	0	1162
Bra017684	AT4G34980	92.2	0	1410
Bra017686	AT4G35000	89.9	2.7e-194	533
Bra017701	AT4G35170	71.7	1.84e-143	404
Bra017706	AT4G35280	81.6	6.52e-138	390
Bra017712	AT4G35470	84.4	1.13e-145	430
Bra017715	AT4G35490	94.2	4.54e-103	291
Bra017718	AT4G35520	76.5	0	1811
Bra017719	AT4G35530	81.4	2e-109	310
Bra017722	AT4G35560	75.8	0	1476
Bra017723	AT2G17560	73.4	3.28e-60	184
Bra017724	AT4G35600	79.4	5.48e-237	652
Bra017726	AT4G35620	79.4	4.48e-219	606
Bra017727	AT4G35660	74.6	1.2e-131	374
Bra017734	AT4G35890	66.4	3.06e-173	497
Bra017735	AT4G35900	67	1.86e-100	294
Bra017736	AT4G35905	89.6	1.12e-46	142
Bra017738	AT4G35930	77.7	9.6e-153	429
Bra017739	AT4G35940	53.3	2.59e-90	278
Bra017740	AT2G17800	98.5	3.24e-139	386
Bra017741	AT4G35985	81.3	2.86e-230	637
Bra017742	AT4G36020	80.2	1.87e-47	159
Bra017743	AT4G36030	84.4	0	1044
Bra017745	AT4G36060	50.4	6.4e-43	146
Bra017746	AT4G36070	86.4	0	910
Bra017751	AT4G36195	84.2	0	889
Bra017752	AT4G36220	93.3	0	974
Bra017754	AT4G36260	89	1.62e-131	376
Bra017758	AT4G36400	85.1	0	909
Bra017760	AT4G36420	68.5	1.01e-62	191
Bra017761	AT4G36430	90.3	2.44e-219	600
Bra017762	AT4G36480	91.7	4.57999e-319	867
Bra017764	AT4G36500	92.6	4.45e-78	225
Bra017767	AT4G36630	91.2	0	1732
Bra017769	AT4G36650	88.3	1.03e-309	843
Bra017770	AT4G36660	80.5	5.12e-83	244
Bra017771	AT4G36670	91.2	0	870
Bra017780	AT4G36740	83	8.19e-120	338
Bra017781	AT4G36750	83	2.17e-152	425
Bra017786	AT4G36820	72.6	3.97e-170	476
Bra017788	AT4G36830	89.5	7.04e-166	462
Bra017792	AT4G37190	82.9	0	906
Bra017796	AT4G37160	91.5	0	1026
Bra017799	AT4G37050	83.6	1.25e-252	691
Bra017802	AT4G36960	89.1	7.93e-243	664
Bra017803	AT4G36945	82.6	4e-235	645
Bra017809	AT4G36920	86.7	8.85e-273	743
Bra017810	AT4G36910	84.3	5.39e-129	363
Bra017819	AT4G37370	88.5	0	882
Bra017823	AT4G37450	58.2	2.93e-17	77.4
Bra017839	AT4G37610	84.2	1.27e-231	634
Bra017840	AT4G37630	77.3	2.65e-166	466
Bra017841	AT4G37640	96.6	0	1912
Bra017843	AT4G37660	81	5.25e-84	244
Bra017847	AT4G37690	88.8	6.02e-300	812
Bra017848	AT4G37700	69.9	5.54e-57	174
Bra017852	AT4G37750	86.5	7.72e-311	850
Bra017855	AT4G37800	93.9	2.78e-217	591
Bra017857	AT4G00585	86.4	9.15e-55	164
Bra017859	AT4G37890	74	3.85e-310	859
Bra017870	AT4G39955	89.3	2.85e-218	597
Bra017871	AT4G39950	92.8	0	1019
Bra017873	AT4G39920	71.3	3.89e-150	426
Bra017875	AT4G39890	91.8	1.34e-121	345
Bra017877	AT4G39870	73.3	1.77e-166	469
Bra017881	AT5G42310	76.4	7.09e-146	441
Bra017889	AT1G59910	59.9	1.39e-271	775
Bra017899	AT1G59720	84.8	0	1086
Bra017906	AT1G21340	80.2	5.75e-144	403
Bra017907	AT1G21350	78.3	3.25e-142	399
Bra017908	AT1G21360	85.1	9.9e-122	345
Bra017909	AT1G21370	81.9	4.01e-206	567
Bra017910	AT1G21380	83.7	1.27e-286	784
Bra017911	AT1G21390	71.2	3.57e-83	248
Bra017913	AT1G21430	80.5	2.76e-222	612
Bra017916	AT1G21460	89.3	6.32e-150	417
Bra017917	ATMG00860	52.3	2e-38	140
Bra017919	AT1G77130	76	0	959
Bra017920	AT1G21500	75.6	1.39e-46	146
Bra017921	AT1G21510	67.4	1.02e-122	354
Bra017925	AT1G21540	92.7	0	1046
Bra017927	AT1G21550	78.9	2.02e-77	226
Bra017928	AT1G21560	52	4.3e-104	312
Bra017931	AT1G21590	77.4	0	1106
Bra017932	AT1G21600	87.1	9.65e-194	535
Bra017934	AT1G21640	86.9	0	1696
Bra017935	AT1G21651	73.9	0	1154
Bra017936	AT1G77350	85.2	6.03e-69	202
Bra017939	AT1G21670	77	0	1064
Bra017940	AT1G21680	86.8	0	1294
Bra017941	AT1G21690	93.9	2.74e-209	575
Bra017942	AT1G21695	50.9	7.77e-37	127
Bra017944	AT1G21710	86.5	4.39e-221	607
Bra017946	AT1G21730	87.2	0	1360
Bra017947	AT1G21740	81.6	0	1276
Bra017949	AT1G21760	89.9	4.7e-227	619
Bra017950	AT1G21770	80.4	7.63e-57	171
Bra017951	AT1G21780	94.5	8.75e-231	628
Bra017952	AT1G21790	90.5	9.41e-182	501
Bra017956	AT1G21880	87.1	2.34e-257	703
Bra017958	AT3G49730	72.8	2.18e-220	627
Bra017959	AT3G49725	70.7	5.32e-255	711
Bra017960	AT3G49720	96.2	1.63e-183	504
Bra017961	AT3G49710	88.9	0	1202
Bra017963	AT3G49690	79	7.89e-159	444
Bra017964	AT3G49680	86.3	1.08e-258	706
Bra017967	AT3G49640	91.5	9.71e-225	613
Bra017971	AT3G49601	61.8	1.46e-117	360
Bra017972	AT3G49600	81.5	0	1723
Bra017974	AT3G49580	80.2	1.32e-39	125
Bra017975	AT3G49570	90.7	6.1e-53	160
Bra017980	AT3G49530	68.8	4e-216	603
Bra017982	AT3G49450	55.8	2.01e-151	434
Bra017988	AT3G49380	70.9	7.71e-161	453
Bra017991	AT3G49330	75.6	4.58e-81	243
Bra017996	AT3G49290	89.9	9.13e-193	531
Bra017997	AT3G49260	83	7.48e-244	674
Bra017998	AT3G49250	72.1	5.27e-206	574
Bra018003	AT3G49170	89.5	0	1549
Bra018005	AT3G49140	82.9	6.43e-250	691
Bra018008	AT3G49100	96.1	2.6e-68	199
Bra018009	AT3G49080	66.7	1.35e-163	466
Bra018010	AT3G45670	62.5	2.44e-131	379
Bra018012	AT3G49070	86.4	2.09e-175	490
Bra018013	AT3G49060	85.7	0	1377
Bra018014	AT3G49055	70	3.72e-124	363
Bra018016	AT3G49050	88.2	1.64e-303	825
Bra018017	AT3G49010	93.7	1.98e-133	372
Bra018019	AT3G48990	94.7	0	946
Bra018021	AT3G48980	85.6	0	961
Bra018022	AT3G48970	97.1	5.28e-94	267
Bra018023	AT3G48950	86.4	2.32e-312	847
Bra018025	AT3G48940	85.3	3.25e-54	169
Bra018027	AT3G48920	70.6	1.15e-126	359
Bra018028	AT3G48890	79.5	6.44e-115	327
Bra018031	AT3G48860	86.2	6.52e-282	779
Bra018035	AT3G48760	81.3	8.24e-280	764
Bra018036	AT3G48750	96.3	7.93e-211	575
Bra018039	AT3G48740	90.3	3.08e-185	510
Bra018040	AT3G48720	85	3.89e-271	739
Bra018042	AT3G48680	95.3	1.45e-146	409
Bra018043	AT3G48670	82.1	0	998
Bra018044	AT3G48660	95.7	1.68e-41	129
Bra018046	AT3G48590	88.9	8.67e-113	322
Bra018047	AT3G48570	98.6	2.82e-43	133
Bra018054	AT3G15910	51.5	1.4e-93	284
Bra018055	AT3G48490	60.7	5.22e-34	114
Bra018058	AT3G48450	83.6	7.15e-30	102
Bra018059	AT3G48440	64.3	9.83e-144	417
Bra018060	AT3G48430	73.7	0	1761
Bra018061	AT3G48425	89	4.96e-250	680
Bra018062	AT3G48420	86.9	6.55e-191	527
Bra018063	AT3G48410	84.4	2.84e-225	620
Bra018064	AT3G48380	83.9	0	1080
Bra018065	AT3G48360	79.3	5.71e-206	569
Bra018066	AT3G48350	85.2	2.75e-229	628
Bra018067	AT3G48340	84.5	2.44e-229	627
Bra018071	AT3G48240	78.1	1.7e-90	261
Bra018078	AT3G48200	89.2	0	1898
Bra018079	AT3G48187	61.7	1.05e-290	824
Bra018080	AT3G48160	80.4	1.64e-209	580
Bra018081	AT3G48150	93.4	0	946
Bra018083	AT3G48120	70.5	6.82e-113	329
Bra018085	AT3G48080	63.8	6.76e-273	759
Bra018086	AT3G48070	76.8	1.94e-156	441
Bra018088	AT3G48020	67.6	3.31e-60	182
Bra018089	AT3G48010	94.2	0	1261
Bra018090	AT3G48000	91.9	0	986
Bra018091	AT3G47990	85	4.07e-229	627
Bra018092	AT3G47980	80.2	1.17e-111	319
Bra018096	AT3G47960	84.6	0	1019
Bra018100	AT3G47930	89.3	0	1051
Bra018101	AT3G47910	73.7	0	2200
Bra018102	AT3G47870	68	3.59e-116	338
Bra018103	AT5G62620	79.4	0	1085
Bra018104	AT3G47850	72.5	2.19e-141	403
Bra018106	AT3G47833	82.8	1.86e-43	135
Bra018110	AT3G47810	93.7	5.86e-134	372
Bra018111	AT3G43610	79.2	0	1889
Bra018112	AT3G47800	87.2	4.44e-233	637
Bra018113	AT3G47780	84.9	0	1593
Bra018115	AT3G47750	78.5	0	1447
Bra018116	AT3G47730	90.1	0	1755
Bra018117	AT3G47710	88.2	7.97e-47	144
Bra018119	AT3G47700	88.7	0	1373
Bra018121	AT4G10270	87.8	1.33e-50	153
Bra018122	AT3G47670	74.2	9.73e-112	321
Bra018125	AT3G47630	89.8	9.38e-214	585
Bra018126	AT3G47620	78.3	1.54e-152	442
Bra018127	AT3G47610	87.8	1.02e-252	690
Bra018129	AT3G47590	79.6	7.09e-175	486
Bra018133	AT5G51280	93.2	0	1072
Bra018134	AT2G26865	71.2	1.45e-30	102
Bra018136	AT3G47550	85.5	4.13e-166	461
Bra018137	AT3G47520	88	3.58e-241	661
Bra018138	AT3G47510	72.4	1.97e-37	120
Bra018141	AT3G47500	71.2	4.46e-196	550
Bra018142	AT3G47490	79.8	1.67e-107	308
Bra018143	AT3G47480	79.8	4.43e-89	258
Bra018144	AT3G47470	94.8	9.83e-177	485
Bra018145	AT3G47460	87.4	0	1732
Bra018147	AT3G47450	90.2	0	982
Bra018148	AT3G47440	92.5	7.26e-165	456
Bra018149	AT3G47430	89.9	3.39e-151	419
Bra018150	AT3G47420	92.6	0	935
Bra018152	AT3G47400	88.9	0	1040
Bra018153	AT3G47390	84.9	0	990
Bra018157	AT3G47380	84.6	4.25e-101	289
Bra018160	AT3G47340	92.8	0	1120
Bra018161	AT3G47295	81.7	9.41e-34	109
Bra018162	AT3G47160	87.2	5.82e-163	450
Bra018163	AT3G47120	60.4	2.56e-115	335
Bra018164	AT3G47110	78.7	9.04e-287	826
Bra018168	AT3G47080	70.3	6.69e-186	528
Bra018169	AT3G47070	78.8	6.01e-51	155
Bra018170	AT3G47060	87.9	0	1300
Bra018172	AT3G47010	87.4	0	1097
Bra018174	AT3G30520	64.4	5.06e-107	327
Bra018175	AT5G49650	84.2	0	937
Bra018177	AT3G47000	88.5	0	1092
Bra018178	AT3G46990	74	2.35e-240	670
Bra018179	AT3G46980	88.6	0	924
Bra018180	AT3G46970	95.1	0	1621
Bra018181	AT3G46960	90.6	0	2397
Bra018182	AT3G46950	74.2	2.41e-168	480
Bra018183	AT3G46930	63.7	5.65e-217	608
Bra018186	AT3G46880	79.8	4.27e-36	120
Bra018187	AT3G46870	88.8	3.37e-170	469
Bra018188	AT3G46840	77.4	0	1110
Bra018190	AT3G46830	96.8	1.02e-145	404
Bra018194	AT3G42630	77.5	3.27e-233	642
Bra018197	AT3G46740	93.2	0	1464
Bra018202	AT3G46720	79.5	2.41e-255	700
Bra018204	AT3G46640	80.5	3.32e-129	370
Bra018207	AT3G46550	82.4	2.87e-119	345
Bra018209	AT3G46540	81.3	1.46e-162	454
Bra018214	AT3G46290	83.8	0	1370
Bra018215	AT3G46240	71.1	4.61e-191	539
Bra018216	AT1G53540	87.9	3.28e-99	281
Bra018217	AT3G46220	89.5	0	1350
Bra018218	AT3G46210	80.3	7.03e-147	410
Bra018219	AT3G46200	82.6	1.11e-182	505
Bra018220	AT3G46160	53.8	5.25e-112	333
Bra018221	AT5G08730	52.1	4.32e-158	456
Bra018223	AT3G46130	83.8	8.02e-148	412
Bra018232	AT2G31570	95.9	3.5e-118	330
Bra018234	AT2G31540	79.6	3.31e-214	592
Bra018236	AT2G31500	89.1	0	957
Bra018237	AT2G31490	97.2	5.32e-51	153
Bra018248	AT2G31390	94.8	6.82e-223	608
Bra018249	AT2G31380	89.5	2.79e-157	435
Bra018250	AT2G31370	76.6	2.11e-156	445
Bra018251	AT2G31360	91.5	1.27e-218	596
Bra018254	AT2G31345	78.9	3.2e-32	105
Bra018257	AT2G31340	90.4	0	964
Bra018259	AT2G31320	85.7	0	1701
Bra018260	AT2G31310	68.2	5.46e-89	258
Bra018262	AT2G41920	62.8	5.14e-146	413
Bra018264	AT2G31170	93.3	0	916
Bra018265	AT5G22370	87.6	5.68e-183	505
Bra018268	AT2G31200	84.9	2.27e-87	251
Bra018272	AT2G31270	69.9	9.61e-226	636
Bra018277	AT2G31130	62.1	3.86e-159	452
Bra018279	AT2G31083	76.5	1.94e-37	120
Bra018280	AT2G31070	80.2	5.07e-132	380
Bra018288	AT2G30950	91.2	0	1176
Bra018289	AT2G30940	71	1.31e-203	567
Bra018299	AT1G06740	63.6	9.02e-276	770
Bra018304	AT2G30580	84.1	5.87e-252	690
Bra018309	AT2G30520	89.5	0	1020
Bra018310	AT2G30505	74.7	7.4e-143	404
Bra018311	AT2G30490	95.8	0	977
Bra018312	AT2G30480	62	4.86e-276	771
Bra018315	AT2G30410	92.9	1.87e-65	192
Bra018316	AT2G30400	71.9	1.42e-137	392
Bra018317	AT2G30395	80.3	2.49e-103	295
Bra018318	AT2G30380	75.1	1.71e-214	594
Bra018319	AT2G30360	84.6	6.35e-267	729
Bra018321	AT2G30300	77.2	1.23e-259	716
Bra018323	AT2G30280	75.6	3.97e-142	407
Bra018324	AT1G06960	74.3	2.6e-117	333
Bra018328	AT2G30210	85.3	0	1005
Bra018329	AT2G30200	87.6	9.24e-223	613
Bra018331	AT2G30170	87.1	3.57e-185	511
Bra018332	AT2G30160	83.7	1.05e-209	575
Bra018333	AT2G30150	78.2	2.39e-264	724
Bra018335	AT2G30130	95.7	8.67e-93	268
Bra018336	AT2G30120	69.6	6.07e-123	352
Bra018338	AT2G30110	91.6	0	1969
Bra018341	AT2G30080	89.8	1.66e-210	578
Bra018347	AT2G30010	89.8	2.66e-277	754
Bra018348	AT2G29980	92.7	8.05e-277	749
Bra018351	AT2G29970	73.2	0	1334
Bra018353	AT2G29960	92	3.33e-134	374
Bra018354	AT2G29900	81.7	1.47e-201	560
Bra018356	AT2G29890	78.5	0	1414
Bra018357	AT2G29760	90.5	0	1212
Bra018363	AT2G29740	74.3	4.08e-254	700
Bra018364	AT2G29730	81.6	2.36e-283	773
Bra018365	AT2G29700	93.8	2.91e-103	291
Bra018368	AT2G29670	66	8.5e-151	439
Bra018369	AT2G29660	80.6	7.63e-206	569
Bra018370	AT2G29650	91.5	0	948
Bra018371	AT2G29640	54.6	5.92e-102	300
Bra018372	AT2G29630	96.6	0	1264
Bra018373	AT2G29620	69.4	2.04e-304	849
Bra018375	AT2G29590	81	5.26e-83	241
