kegg_id,symbol,brapa_gene,arabidopsis_agi
ath:AT5G16890,AT5G16890,Bra023587,AT5G16890
ath:AT5G16910,CSLD2,Bra023588,AT5G16910
ath:AT5G16920,AT5G16920,Bra023589,AT5G16920
ath:AT5G16960,AT5G16960,Bra023591,AT5G16960
ath:AT5G17010,AT5G17010,Bra023592,AT5G17010
ath:AT5G17020,XPO1A,Bra023593,AT5G17020
ath:AT5G17050,UGT78D2,Bra023594,AT5G17050
ath:AT5G17070,AT5G17070,Bra023595,AT5G17070
ath:AT5G17160,AT5G17160,Bra023596,AT5G17160
ath:AT5G17170,ENH1,Bra023597,AT5G17170
ath:AT5G17190,AT5G17190,Bra023599,AT5G17190
ath:AT5G17200,AT5G17200,Bra023600,AT5G17200
ath:AT5G17210,AT5G17210,Bra023601,AT5G17210
ath:AT5G17220,GSTF12,Bra023602,AT5G17220
ath:AT5G17230,PSY,Bra023603,AT5G17230
ath:AT5G17240,SDG40,Bra023607,AT5G17240
ath:AT5G17290,APG5,Bra023609,AT5G17290
ath:AT5G17300,RVE1,Bra023610,AT5G17300
ath:AT5G17340,AT5G17340,Bra023613,AT5G17340
ath:AT5G17370,AT5G17370,Bra023615,AT5G17370
ath:AT5G17460,AT5G17460,Bra023620,AT5G17460
ath:AT5G17520,RCP1,Bra023622,AT5G17520
ath:AT5G17530,AT5G17530,Bra023623,AT5G17530
ath:AT5G17610,AT5G17610,Bra023627,AT5G17610
ath:AT5G17620,AUG7,Bra023628,AT5G17620
ath:AT5G17710,EMB1241,Bra023634,AT5G17710
ath:AT5G17800,MYB56,Bra023637,AT5G17800
ath:AT5G17810,WOX12,Bra023638,AT5G17810
ath:AT5G17820,AT5G17820,Bra023639,AT5G17820
ath:AT5G17860,CAX7,Bra023643,AT5G17860
ath:AT5G17930,AT5G17930,Bra023646,AT5G17930
ath:AT5G17970,AT5G17970,Bra023647,AT5G17970
ath:AT5G18060,SAUR23,Bra023653,AT5G18060
ath:AT5G18110,NCBP,Bra023664,AT5G18110
ath:AT5G18270,ANAC087,Bra023669,AT5G18270
ath:AT5G18430,AT5G18430,Bra023673,AT5G18430
ath:AT5G18460,AT5G18460,Bra023675,AT5G18460
ath:AT5G18470,AT5G18470,Bra023676,AT5G18470
ath:AT5G18475,AT5G18475,Bra023677,AT5G18475
ath:AT5G18540,AT5G18540,Bra023682,AT5G18540
ath:AT5G18550,AT5G18550,Bra023683,AT5G18550
ath:AT5G18560,PUCHI,Bra023684,AT5G18560
ath:AT5G18570,EMB269,Bra023685,AT5G18570
ath:AT5G18580,FASS,Bra023686,AT5G18580
ath:AT5G18760,AT5G18760,Bra023691,AT5G18760
ath:AT3G06320,AT3G06320,Bra023692,AT3G06320
ath:AT5G18820,Cpn60alpha2,Bra023694,AT5G18820
ath:AT5G18830,SPL7,Bra023695,AT5G18830
ath:AT5G18910,AT5G18910,Bra023698,AT5G18910
ath:AT5G19090,AT5G19090,Bra023702,AT5G19090
ath:AT5G19100,AT5G19100,Bra023703,AT5G19100
ath:AT5G19110,AT5G19110,Bra023705,AT5G19110
ath:AT5G19151,AT5G19151,Bra023709,AT5G19151
ath:AT5G19210,AT5G19210,Bra023712,AT5G19210
ath:AT5G19220,APL1,Bra023713,AT5G19220
ath:AT5G19250,AT5G19250,Bra023715,AT5G19250
ath:AT5G19260,FAF3,Bra023717,AT5G19260
ath:AT3G23470,AT3G23470,Bra023722,AT3G23470
ath:AT3G23450,AT3G23450,Bra023724,AT3G23450
ath:AT3G23430,PHO1,Bra023727,AT3G23430
ath:AT3G23380,RIC5,Bra023729,AT3G23380
ath:AT3G23340,ckl10,Bra023732,AT3G23340
ath:AT5G51250,AT5G51250,Bra023735,AT5G51250
ath:AT3G23270,AT3G23270,Bra023740,AT3G23270
ath:AT3G23240,ERF1,Bra023746,AT3G23240
ath:AT3G23230,TDR1,Bra023748,AT3G23230
ath:AT3G23200,AT3G23200,Bra023752,AT3G23200
ath:AT3G23180,AT3G23180,Bra023754,AT3G23180
ath:AT3G23150,ETR2,Bra023756,AT3G23150
ath:AT3G23130,SUP,Bra023759,AT3G23130
ath:AT3G23260,AT3G23260,Bra023761,AT3G23260
ath:AT3G23100,XRCC4,Bra023763,AT3G23100
ath:AT3G23080,AT3G23080,Bra023766,AT3G23080
ath:AT3G23000,CIPK7,Bra023777,AT3G23000
ath:AT3G55760,AT3G55760,Bra023783,AT3G55760
ath:AT3G22930,CML11,Bra023786,AT3G22930
ath:AT3G22910,AT3G22910,Bra023790,AT3G22910
ath:AT3G22900,NRPD7,Bra023791,AT3G22900
ath:AT3G22880,DMC1,Bra023796,AT3G22880
ath:AT3G22820,CLL1,Bra023802,AT3G22820
ath:AT3G22760,SOL1,Bra023810,AT3G22760
ath:AT3G22750,AT3G22750,Bra023811,AT3G22750
ath:AT3G22640,PAP85,Bra023813,AT3G22640
ath:AT3G22450,AT3G22450,Bra023824,AT3G22450
ath:AT3G22440,AT3G22440,Bra023825,AT3G22440
ath:AT3G22425,IGPD,Bra023826,AT3G22425
ath:AT5G42300,UBL5,Bra023834,AT5G42300
ath:AT3G22360,AOX1B,Bra023835,AT3G22360
ath:AT3G22330,PMH2,Bra023836,AT3G22330
ath:AT3G22260,AT3G22260,Bra023840,AT3G22260
ath:AT3G22250,AT3G22250,Bra023841,AT3G22250
ath:AT3G22240,AT3G22240,Bra023842,AT3G22240
ath:AT4G15000,AT4G15000,Bra023843,AT4G15000
ath:AT3G22160,AT3G22160,Bra023849,AT3G22160
ath:AT3G22110,PAC1,Bra023851,AT3G22110
ath:AT3G21890,BBX31,Bra023857,AT3G21890
ath:AT3G21880,BBX10,Bra023858,AT3G21880
ath:AT3G21810,AT3G21810,Bra023860,AT3G21810
ath:AT3G21770,AT3G21770,Bra023862,AT3G21770
ath:AT3G21570,AT3G21570,Bra023871,AT3G21570
ath:AT3G21560,UGT84A2,Bra023872,AT3G21560
ath:AT3G21550,DMP2,Bra023874,AT3G21550
ath:AT3G21520,DMP1,Bra023875,AT3G21520
ath:AT3G21510,AHP1,Bra023876,AT3G21510
ath:AT3G21380,AT3G21380,Bra023885,AT3G21380
ath:AT3G21370,BGLU19,Bra023886,AT3G21370
ath:AT3G21215,AT3G21215,Bra023895,AT3G21215
ath:AT3G21200,PGR7,Bra023897,AT3G21200
ath:AT3G21180,ACA9,Bra023899,AT3G21180
ath:AT1G51540,AT1G51540,Bra023903,AT1G51540
ath:AT3G21110,PUR7,Bra023904,AT3G21110
ath:AT3G21060,RBL,Bra023908,AT3G21060
ath:AT3G20865,AGP40,Bra023919,AT3G20865
ath:AT3G20850,AT3G20850,Bra023920,AT3G20850
ath:AT3G20740,FIE,Bra023933,AT3G20740
ath:AT3G20730,AT3G20730,Bra023934,AT3G20730
ath:AT3G20720,AT3G20720,Bra023935,AT3G20720
ath:AT3G20680,AT3G20680,Bra023936,AT3G20680
ath:AT3G20670,HTA13,Bra023937,AT3G20670
ath:AT3G20580,COBL10,Bra023941,AT3G20580
ath:AT3G20570,ENODL9,Bra023942,AT3G20570
ath:AT3G20557,AT3G20557,Bra023943,AT3G20557
ath:AT4G32410,CESA1,Bra023952,AT4G32410
ath:AT4G32330,AT4G32330,Bra023953,AT4G32330
ath:AT4G32320,APX6,Bra023954,AT4G32320
ath:AT4G32300,SD2-5,Bra023955,AT4G32300
ath:AT4G32295,AT4G32295,Bra023956,AT4G32295
ath:AT4G32290,AT4G32290,Bra023957,AT4G32290
ath:AT4G32280,IAA29,Bra023958,AT4G32280
ath:AT4G32070,Phox4,Bra023964,AT4G32070
ath:AT4G32020,AT4G32020,Bra023967,AT4G32020
ath:AT4G32010,HSL1,Bra023968,AT4G32010
ath:AT4G31990,ASP5,Bra023969,AT4G31990
ath:AT4G31930,AT4G31930,Bra023971,AT4G31930
ath:AT4G31920,RR10,Bra023972,AT4G31920
ath:AT4G31910,BAT1,Bra023973,AT4G31910
ath:AT4G31880,AT4G31880,Bra023975,AT4G31880
ath:AT4G31860,AT4G31860,Bra023979,AT4G31860
ath:AT4G31850,PGR3,Bra023980,AT4G31850
ath:AT4G31805,AT4G31805,Bra023982,AT4G31805
ath:AT4G31780,MGD1,Bra023984,AT4G31780
ath:AT4G31770,DBR1,Bra023985,AT4G31770
ath:AT5G27100,GLR2.1,Bra023989,AT5G27100
ath:AT4G31570,AT4G31570,Bra023995,AT4G31570
ath:AT4G31560,HCF153,Bra023997,AT4G31560
ath:AT4G31530,AT4G31530,Bra024000,AT4G31530
ath:AT4G31510,AT4G31510,Bra024004,AT4G31510
ath:AT4G31480,AT4G31480,Bra024005,AT4G31480
ath:AT4G31470,AT4G31470,Bra024006,AT4G31470
ath:AT4G31450,AT4G31450,Bra024007,AT4G31450
ath:AT4G31320,AT4G31320,Bra024013,AT4G31320
ath:AT4G31310,AT4G31310,Bra024014,AT4G31310
ath:AT4G31230,AT4G31230,Bra024016,AT4G31230
ath:AT4G31210,AT4G31210,Bra024017,AT4G31210
ath:AT4G31120,SKB1,Bra024023,AT4G31120
ath:AT4G31115,AT4G31115,Bra024024,AT4G31115
ath:AT4G31070,AT4G31070,Bra024025,AT4G31070
ath:AT4G30990,AT4G30990,Bra024029,AT4G30990
ath:AT4G30930,NFD1,Bra024036,AT4G30930
ath:AT4G30845,AT4G30845,Bra024039,AT4G30845
ath:AT4G30840,AT4G30840,Bra024040,AT4G30840
ath:AT4G30770,AT4G30770,Bra024045,AT4G30770
ath:AT4G30720,PDE327,Bra024046,AT4G30720
ath:AT4G30710,QWRF8,Bra024047,AT4G30710
ath:AT4G30690,AT4G30690,Bra024049,AT4G30690
ath:AT2G24050,eIFiso4G2,Bra024051,AT2G24050
ath:AT4G30670,AT4G30670,Bra024052,AT4G30670
ath:AT4G30660,AT4G30660,Bra024053,AT4G30660
ath:AT4G30610,BRS1,Bra024059,AT4G30610
ath:AT4G30600,AT4G30600,Bra024060,AT4G30600
ath:AT4G30580,ATS2,Bra024062,AT4G30580
ath:AT4G30560,CNGC9,Bra024067,AT4G30560
ath:AT4G30520,SARK,Bra024069,AT4G30520
ath:AT4G30510,ATG18B,Bra024070,AT4G30510
ath:AT4G30490,AT4G30490,Bra024072,AT4G30490
ath:AT4G30470,AT4G30470,Bra024073,AT4G30470
ath:AT4G30320,AT4G30320,Bra024085,AT4G30320
ath:AT4G30310,AT4G30310,Bra024086,AT4G30310
ath:AT4G30280,XTH18,Bra024088,AT4G30280
ath:AT4G30230,AT4G30230,Bra024091,AT4G30230
ath:AT4G12950,AT4G12950,Bra024098,AT4G12950
ath:AT4G30170,AT4G30170,Bra024102,AT4G30170
ath:AT4G30100,AT4G30100,Bra024108,AT4G30100
ath:AT4G30020,AT4G30020,Bra024112,AT4G30020
ath:AT4G29980,AT4G29980,Bra024114,AT4G29980
ath:AT4G29930,AT4G29930,Bra024115,AT4G29930
ath:AT4G29905,AT4G29905,Bra024116,AT4G29905
ath:AT4G29900,ACA10,Bra024117,AT4G29900
ath:AT4G29890,AT4G29890,Bra024118,AT4G29890
ath:AT4G29880,PIRL7,Bra024119,AT4G29880
ath:AT4G29850,AT4G29850,Bra024121,AT4G29850
ath:AT4G29750,AT4G29750,Bra024130,AT4G29750
ath:AT2G25150,AT2G25150,Bra024134,AT2G25150
ath:AT4G29740,CKX4,Bra024135,AT4G29740
ath:AT4G29590,AT4G29590,Bra024142,AT4G29590
ath:AT4G29370,AT4G29370,Bra024146,AT4G29370
ath:AT4G29260,AT4G29260,Bra024150,AT4G29260
ath:AT4G29240,AT4G29240,Bra024151,AT4G29240
ath:AT4G29230,NAC075,Bra024152,AT4G29230
ath:AT4G29210,GGT4,Bra024153,AT4G29210
ath:AT4G29180,RHS16,Bra024158,AT4G29180
ath:AT4G29170,ATMND1,Bra024159,AT4G29170
ath:AT4G29150,IQD25,Bra024161,AT4G29150
ath:AT4G29140,ADS1,Bra024162,AT4G29140
ath:AT4G29110,AT4G29110,Bra024163,AT4G29110
ath:AT4G29035,AT4G29035,Bra024167,AT4G29035
ath:AT4G29030,AT4G29030,Bra024168,AT4G29030
ath:AT4G28830,AT4G28830,Bra024180,AT4G28830
ath:AT3G24430,HCF101,Bra024181,AT3G24430
ath:AT4G28740,AT4G28740,Bra024182,AT4G28740
ath:AT4G28700,AMT1,Bra024186,AT4G28700
ath:AT4G28570,AT4G28570,Bra024190,AT4G28570
ath:AT2G18760,CHR8,Bra024192,AT2G18760
ath:AT4G28485,DMP7,Bra024198,AT4G28485
ath:AT4G28470,RPN1B,Bra024200,AT4G28470
ath:AT4G28450,AT4G28450,Bra024202,AT4G28450
ath:AT4G28410,AT4G28410,Bra024204,AT4G28410
ath:AT4G28395,A7,Bra024207,AT4G28395
ath:AT4G32480,AT4G32480,Bra024209,AT4G32480
ath:AT4G28220,NDB1,Bra024217,AT4G28220
ath:AT4G28210,EMB1923,Bra024218,AT4G28210
ath:AT4G28160,AT4G28160,Bra024220,AT4G28160
ath:AT4G28150,AT4G28150,Bra024221,AT4G28150
ath:AT4G28080,AT4G28080,Bra024230,AT4G28080
ath:AT4G28030,AT4G28030,Bra024233,AT4G28030
ath:AT4G28000,AT4G28000,Bra024235,AT4G28000
ath:AT4G27980,AT4G27980,Bra024236,AT4G27980
ath:AT5G63810,BGAL10,Bra024238,AT5G63810
ath:AT5G63830,AT5G63830,Bra024239,AT5G63830
ath:AT5G63840,RSW3,Bra024240,AT5G63840
ath:AT5G63880,VPS20.1,Bra024244,AT5G63880
ath:AT5G63890,HDH,Bra024245,AT5G63890
ath:AT5G63910,FCLY,Bra024247,AT5G63910
ath:AT5G63950,CHR24,Bra024250,AT5G63950
ath:AT5G63960,AT5G63960,Bra024253,AT5G63960
ath:AT5G63970,RGLG3,Bra024254,AT5G63970
ath:AT5G63980,SAL1,Bra024255,AT5G63980
ath:AT5G63990,AT5G63990,Bra024256,AT5G63990
ath:AT5G64000,SAL2,Bra024257,AT5G64000
ath:AT5G64010,AT5G64010,Bra024258,AT5G64010
ath:AT5G64020,TBL14,Bra024259,AT5G64020
ath:AT5G64030,AT5G64030,Bra024260,AT5G64030
ath:AT5G64040,PSAN,Bra024261,AT5G64040
ath:AT5G64050,ERS,Bra024262,AT5G64050
ath:AT5G64060,NAC103,Bra024263,AT5G64060
ath:AT5G64070,PI-4KBETA1,Bra024264,AT5G64070
ath:AT5G64080,XYP1,Bra024265,AT5G64080
ath:AT5G64100,AT5G64100,Bra024267,AT5G64100
ath:AT5G64110,AT5G64110,Bra024268,AT5G64110
ath:AT5G64120,AT5G64120,Bra024269,AT5G64120
ath:AT5G64150,AT5G64150,Bra024271,AT5G64150
ath:AT5G64160,AT5G64160,Bra024272,AT5G64160
ath:AT5G64170,AT5G64170,Bra024273,AT5G64170
ath:AT5G64180,AT5G64180,Bra024274,AT5G64180
ath:AT5G64190,AT5G64190,Bra024275,AT5G64190
ath:AT5G64200,SC35,Bra024276,AT5G64200
ath:AT5G64240,MC3,Bra024277,AT5G64240
ath:AT5G64250,AT5G64250,Bra024278,AT5G64250
ath:AT5G64260,EXL2,Bra024280,AT5G64260
ath:AT5G64290,DIT2.1,Bra024282,AT5G64290
ath:AT5G64300,GCH,Bra024283,AT5G64300
ath:AT5G64330,NPH3,Bra024285,AT5G64330
ath:AT5G64340,SAC51,Bra024286,AT5G64340
ath:AT5G64360,EIP9,Bra024289,AT5G64360
ath:AT5G64370,BETA-UP,Bra024290,AT5G64370
ath:AT5G64380,AT5G64380,Bra024291,AT5G64380
ath:AT5G64390,HEN4,Bra024292,AT5G64390
ath:AT5G64420,AT5G64420,Bra024294,AT5G64420
ath:AT1G06140,MEF3,Bra024299,AT1G06140
ath:AT5G64460,AT5G64460,Bra024300,AT5G64460
ath:AT5G64470,TBL12,Bra024301,AT5G64470
ath:AT5G64480,AT5G64480,Bra024302,AT5G64480
ath:AT5G64500,AT5G64500,Bra024303,AT5G64500
ath:AT5G64510,TIN1,Bra024304,AT5G64510
ath:AT5G64540,AT5G64540,Bra024307,AT5G64540
ath:AT5G64550,AT5G64550,Bra024308,AT5G64550
ath:AT5G64570,XYL4,Bra024311,AT5G64570
ath:AT5G64580,EMB3144,Bra024312,AT5G64580
ath:AT5G64630,FAS2,Bra024316,AT5G64630
ath:AT5G64660,CMPG2,Bra024318,AT5G64660
ath:AT5G64667,IDL2,Bra024319,AT5G64667
ath:AT5G64670,AT5G64670,Bra024320,AT5G64670
ath:AT5G64730,AT5G64730,Bra024323,AT5G64730
ath:AT5G64740,CESA6,Bra024324,AT5G64740
ath:AT5G64770,RGF9,Bra024326,AT5G64770
ath:AT5G64780,AT5G64780,Bra024327,AT5G64780
ath:AT5G64810,WRKY51,Bra024328,AT5G64810
ath:AT5G64813,LIP1,Bra024329,AT5G64813
ath:AT5G64816,AT5G64816,Bra024330,AT5G64816
ath:AT5G64830,AT5G64830,Bra024331,AT5G64830
ath:AT5G64880,AT5G64880,Bra024334,AT5G64880
ath:AT5G64905,PROPEP3,Bra024336,AT5G64905
ath:AT5G64930,CPR5,Bra024337,AT5G64930
ath:AT5G64940,ATH13,Bra024339,AT5G64940
ath:AT1G69770,CMT3,Bra024340,AT1G69770
ath:AT5G64970,AT5G64970,Bra024342,AT5G64970
ath:AT5G65010,ASN2,Bra024345,AT5G65010
ath:AT5G65020,ANNAT2,Bra024346,AT5G65020
ath:AT5G65030,AT5G65030,Bra024347,AT5G65030
ath:AT5G65060,MAF3,Bra024350,AT5G65060
ath:AT5G64980,AT5G64980,Bra024352,AT5G64980
ath:AT5G65090,BST1,Bra024353,AT5G65090
ath:AT5G65110,ACX2,Bra024355,AT5G65110
ath:AT5G65130,AT5G65130,Bra024358,AT5G65130
ath:AT5G65160,TPR14,Bra024360,AT5G65160
ath:AT5G65170,AT5G65170,Bra024362,AT5G65170
ath:AT5G65207,AT5G65207,Bra024364,AT5G65207
ath:AT2G24395,AT2G24395,Bra024365,AT2G24395
ath:AT5G65210,TGA1,Bra024366,AT5G65210
ath:AT5G65220,AT5G65220,Bra024367,AT5G65220
ath:AT5G65230,MYB53,Bra024368,AT5G65230
ath:AT5G65240,AT5G65240,Bra024369,AT5G65240
ath:AT5G65250,AT5G65250,Bra024370,AT5G65250
ath:AT5G65260,AT5G65260,Bra024372,AT5G65260
ath:AT4G01710,CRK,Bra024373,AT4G01710
ath:AT5G65280,GCL1,Bra024374,AT5G65280
ath:AT5G65380,AT5G65380,Bra024381,AT5G65380
ath:AT5G65410,HB25,Bra024382,AT5G65410
ath:AT5G65420,CYCD4,Bra024383,AT5G65420
ath:AT5G65430,GRF8,Bra024384,AT5G65430
ath:AT5G65440,AT5G65440,Bra024385,AT5G65440
ath:AT5G65450,UBP17,Bra024386,AT5G65450
ath:AT5G65460,KAC2,Bra024387,AT5G65460
ath:AT5G65470,AT5G65470,Bra024388,AT5G65470
ath:AT5G65480,AT5G65480,Bra024389,AT5G65480
ath:AT5G65490,AT5G65490,Bra024390,AT5G65490
ath:AT5G65495,AT5G65495,Bra024392,AT5G65495
ath:AT5G65500,AT5G65500,Bra024393,AT5G65500
ath:AT5G65510,AIL7,Bra024394,AT5G65510
ath:AT5G65540,AT5G65540,Bra024396,AT5G65540
ath:AT5G65560,AT5G65560,Bra024397,AT5G65560
ath:AT5G65570,AT5G65570,Bra024398,AT5G65570
ath:AT5G65600,AT5G65600,Bra024400,AT5G65600
ath:AT5G65620,AT5G65620,Bra024401,AT5G65620
ath:AT5G65630,GTE7,Bra024402,AT5G65630
ath:AT5G65640,bHLH093,Bra024404,AT5G65640
ath:AT1G12660,AT1G12660,Bra024407,AT1G12660
ath:AT5G65690,PCK2,Bra024410,AT5G65690
ath:AT5G65687,AT5G65687,Bra024411,AT5G65687
ath:AT5G65685,AT5G65685,Bra024412,AT5G65685
ath:AT5G65700,BAM1,Bra024413,AT5G65700
ath:AT5G65730,XTH6,Bra024415,AT5G65730
ath:AT5G65740,AT5G65740,Bra024416,AT5G65740
ath:AT5G65750,AT5G65750,Bra024417,AT5G65750
ath:AT5G65760,AT5G65760,Bra024418,AT5G65760
ath:AT5G65790,MYB68,Bra024419,AT5G65790
ath:AT5G65810,CGR3,Bra024421,AT5G65810
ath:AT5G65820,AT5G65820,Bra024422,AT5G65820
ath:AT5G65860,AT5G65860,Bra024423,AT5G65860
ath:AT5G65880,AT5G65880,Bra024426,AT5G65880
ath:AT5G65890,ACR1,Bra024427,AT5G65890
ath:AT5G65900,AT5G65900,Bra024428,AT5G65900
ath:AT5G65910,AT5G65910,Bra024429,AT5G65910
ath:AT5G67640,AT5G67640,Bra024432,AT5G67640
ath:AT5G67630,AT5G67630,Bra024433,AT5G67630
ath:AT5G67610,AT5G67610,Bra024435,AT5G67610
ath:AT5G67600,WIH1,Bra024436,AT5G67600
ath:AT5G67590,FRO1,Bra024437,AT5G67590
ath:AT5G67580,TRB2,Bra024438,AT5G67580
ath:AT5G67570,DG1,Bra024439,AT5G67570
ath:AT5G67560,ARLA1D,Bra024440,AT5G67560
ath:AT5G67540,AT5G67540,Bra024441,AT5G67540
ath:AT5G67530,PUB49,Bra024442,AT5G67530
ath:AT5G67520,APK4,Bra024443,AT5G67520
ath:AT5G67490,AT5G67490,Bra024445,AT5G67490
ath:AT5G67480,BT4,Bra024446,AT5G67480
ath:AT5G67470,FH6,Bra024447,AT5G67470
ath:AT2G19050,AT2G19050,Bra024451,AT2G19050
ath:AT2G18940,AT2G18940,Bra024454,AT2G18940
ath:AT2G18910,AT2G18910,Bra024455,AT2G18910
ath:AT2G18740,AT2G18740,Bra024458,AT2G18740
ath:AT2G18540,AT2G18540,Bra024462,AT2G18540
ath:AT2G18450,SDH1-2,Bra024466,AT2G18450
ath:AT1G64030,SRP3,Bra024467,AT1G64030
ath:AT2G18400,AT2G18400,Bra024469,AT2G18400
ath:AT2G18290,APC10,Bra024475,AT2G18290
ath:AT2G18193,AT2G18193,Bra024477,AT2G18193
ath:AT2G18040,PIN1AT,Bra024480,AT2G18040
ath:AT2G17980,ATSLY1,Bra024484,AT2G17980
ath:AT2G17930,AT2G17930,Bra024486,AT2G17930
ath:AT2G17890,CPK16,Bra024487,AT2G17890
ath:AT2G17760,AT2G17760,Bra024490,AT2G17760
ath:AT2G17720,P4H5,Bra024495,AT2G17720
ath:AT2G17700,STY8,Bra024497,AT2G17700
ath:AT2G17695,AT2G17695,Bra024498,AT2G17695
ath:AT2G17660,AT2G17660,Bra024499,AT2G17660
ath:AT2G17640,ATSERAT3,Bra024500,AT2G17640
ath:AT3G58930,AT3G58930,Bra024503,AT3G58930
ath:AT2G17620,CYCB2,Bra024504,AT2G17620
ath:AT2G17580,AT2G17580,Bra024506,AT2G17580
ath:AT2G17570,cPT1,Bra024508,AT2G17570
ath:AT2G17540,AT2G17540,Bra024510,AT2G17540
ath:AT2G17520,IRE1A,Bra024511,AT2G17520
ath:AT1G22540,AT1G22540,Bra024519,AT1G22540
ath:AT1G22550,AT1G22550,Bra024520,AT1G22550
ath:AT1G22590,AGL87,Bra024521,AT1G22590
ath:AT1G22610,AT1G22610,Bra024523,AT1G22610
ath:AT1G22650,A/N-InvD,Bra024527,AT1G22650
ath:AT1G22660,AT1G22660,Bra024528,AT1G22660
ath:AT1G22670,AT1G22670,Bra024529,AT1G22670
ath:AT1G22690,AT1G22690,Bra024530,AT1G22690
ath:AT1G22700,AT1G22700,Bra024531,AT1G22700
ath:AT1G22730,AT1G22730,Bra024534,AT1G22730
ath:AT1G22750,AT1G22750,Bra024535,AT1G22750
ath:AT1G22770,GI,Bra024536,AT1G22770
ath:AT1G22790,AT1G22790,Bra024537,AT1G22790
ath:AT1G22800,AT1G22800,Bra024538,AT1G22800
ath:AT1G22830,AT1G22830,Bra024540,AT1G22830
ath:AT1G22840,CYTC-1,Bra024541,AT1G22840
ath:AT1G22850,AT1G22850,Bra024542,AT1G22850
ath:AT1G22860,AT1G22860,Bra024543,AT1G22860
ath:AT1G22870,AT1G22870,Bra024544,AT1G22870
ath:AT1G22882,AT1G22882,Bra024545,AT1G22882
ath:AT5G42500,AT5G42500,Bra024546,AT5G42500
ath:AT1G22910,AT1G22910,Bra024547,AT1G22910
ath:AT1G22920,CSN5A,Bra024548,AT1G22920
ath:AT1G22930,AT1G22930,Bra024549,AT1G22930
ath:AT1G22940,TH1,Bra024550,AT1G22940
ath:AT1G22950,AT1G22950,Bra024551,AT1G22950
ath:AT1G22960,AT1G22960,Bra024554,AT1G22960
ath:AT1G22970,AT1G22970,Bra024555,AT1G22970
ath:AT1G22990,HIPP22,Bra024556,AT1G22990
ath:AT1G23000,AT1G23000,Bra024557,AT1G23000
ath:AT1G23010,LPR1,Bra024558,AT1G23010
ath:AT1G23040,AT1G23040,Bra024560,AT1G23040
ath:AT1G23050,AT1G23050,Bra024561,AT1G23050
ath:AT1G23100,AT1G23100,Bra024563,AT1G23100
ath:AT1G23140,AT1G23140,Bra024565,AT1G23140
ath:AT1G23170,AT1G23170,Bra024567,AT1G23170
ath:AT1G23200,AT1G23200,Bra024569,AT1G23200
ath:AT1G23210,GH9B6,Bra024571,AT1G23210
ath:AT1G23230,AT1G23230,Bra024573,AT1G23230
ath:AT1G23320,TAR1,Bra024582,AT1G23320
ath:AT1G23330,AT1G23330,Bra024588,AT1G23330
ath:AT1G23380,KNAT6,Bra024591,AT1G23380
ath:AT1G23390,AT1G23390,Bra024596,AT1G23390
ath:AT1G23400,CAF2,Bra024597,AT1G23400
ath:AT1G23480,CSLA03,Bra024603,AT1G23480
ath:AT1G23500,AT1G23500,Bra024605,AT1G23500
ath:AT1G23540,PERK12,Bra024608,AT1G23540
ath:AT1G23670,AT1G23670,Bra024610,AT1G23670
ath:AT1G23710,AT1G23710,Bra024611,AT1G23710
ath:AT1G23720,AT1G23720,Bra024614,AT1G23720
ath:AT1G23740,AOR,Bra024616,AT1G23740
ath:AT1G23750,AT1G23750,Bra024617,AT1G23750
ath:AT1G23790,AT1G23790,Bra024618,AT1G23790
ath:AT1G23820,SPDS1,Bra024620,AT1G23820
ath:AT1G23860,RSZ21,Bra024624,AT1G23860
ath:AT1G23880,AT1G23880,Bra024625,AT1G23880
ath:AT1G23890,AT1G23890,Bra024626,AT1G23890
ath:AT1G23900,GAMMA-ADAPTIN_1,Bra024627,AT1G23900
ath:AT1G23980,AT1G23980,Bra024628,AT1G23980
ath:AT1G24030,AT1G24030,Bra024631,AT1G24030
ath:AT1G24040,AT1G24040,Bra024632,AT1G24040
ath:AT1G24095,AT1G24095,Bra024633,AT1G24095
ath:AT1G24100,UGT74B1,Bra024634,AT1G24100
ath:AT1G24110,AT1G24110,Bra024635,AT1G24110
ath:AT1G24120,ARL1,Bra024636,AT1G24120
ath:AT1G24130,AT1G24130,Bra024637,AT1G24130
ath:AT1G24140,AT1G24140,Bra024638,AT1G24140
ath:AT1G24160,AT1G24160,Bra024641,AT1G24160
ath:AT1G27240,AT1G27240,Bra024644,AT1G27240
ath:AT1G27220,AT1G27220,Bra024645,AT1G27220
ath:AT1G27210,AT1G27210,Bra024646,AT1G27210
ath:AT5G10340,AT5G10340,Bra024647,AT5G10340
ath:AT1G27200,AT1G27200,Bra024649,AT1G27200
ath:AT1G27190,AT1G27190,Bra024650,AT1G27190
ath:AT1G27170,AT1G27170,Bra024652,AT1G27170
ath:AT1G24148,AT1G24148,Bra024653,AT1G24148
ath:AT1G27130,GSTU13,Bra024659,AT1G27130
ath:AT1G27120,AT1G27120,Bra024660,AT1G27120
ath:AT1G27100,AT1G27100,Bra024662,AT1G27100
ath:AT1G27070,AT1G27070,Bra024663,AT1G27070
ath:AT1G27045,ATHB54,Bra024665,AT1G27045
ath:AT1G27020,AT1G27020,Bra024666,AT1G27020
ath:AT1G26940,AT1G26940,Bra024674,AT1G26940
ath:AT1G26920,AT1G26920,Bra024675,AT1G26920
